gender,age,survived,class,embarked,country,,,,,,,,,,,,,,,,,
Male,27,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,35,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,55,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,24,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,38,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,41,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,17,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,37,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,31,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,40,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,44,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,18,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,22,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,43,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,37,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,44,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,36,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,S,IRL,,,,,,,,,,,,,,,,,
Male,35,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,18,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,S,IRL,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,48,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,43,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,33,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,49,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,43,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,41,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,46,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,55,No,4,B,ENG,,,,,,,,,,,,,,,,,
Female,40,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,50,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,18,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,41,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,35,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,B,USA,,,,,,,,,,,,,,,,,
Male,26,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,27,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,47,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,38,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,30,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,40,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,41,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,33,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,37,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,Yes,4,B,EUR,,,,,,,,,,,,,,,,,
Male,25,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,45,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,4,S,IRL,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,36,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,40,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,50,No,4,S,USA,,,,,,,,,,,,,,,,,
Male,27,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,21,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,28,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,40,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,20,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Female,39,Yes,4,S,EUR,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,39,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,59,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,53,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,25,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,,,,,,,,,,,,,,,,,,
Male,38,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,47,Yes,4,S,IRL,,,,,,,,,,,,,,,,,
Male,38,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,37,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,Yes,4,S,IRL,,,,,,,,,,,,,,,,,
Male,17,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,21,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Female,40,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,21,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,44,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,26,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,32,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,34,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,B,IRL,,,,,,,,,,,,,,,,,
Male,28,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,32,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,51,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,46,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,53,No,4,B,LBN,,,,,,,,,,,,,,,,,
Male,19,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,39,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,44,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,28,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,37,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,39,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,42,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,26,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,33,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,39,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,48,No,4,B,AUS,,,,,,,,,,,,,,,,,
Male,46,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,35,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,42,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,44,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,Yes,4,B,EUR,,,,,,,,,,,,,,,,,
Male,63,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,39,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,32,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,27,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,43,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,17,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,45,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,37,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,18,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,45,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,28,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,39,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,49,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,17,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,37,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,48,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,19,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,26,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,Yes,4,S,EUR,,,,,,,,,,,,,,,,,
Male,23,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,35,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,17,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,33,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,34,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,18,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,33,Yes,4,S,EUR,,,,,,,,,,,,,,,,,
Male,33,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,17,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,36,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,21,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,46,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,44,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,50,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,38,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,21,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,55,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,37,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,40,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,35,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,41,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,41,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,S,IRL,,,,,,,,,,,,,,,,,
Male,36,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,49,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,58,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,17,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,33,Yes,4,S,NAM,,,,,,,,,,,,,,,,,
Male,24,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,47,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,30,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,33,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,41,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,28,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,55,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,40,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,40,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,32,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,31,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,37,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,37,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,41,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,33,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,B,ENG,,,,,,,,,,,,,,,,,
Female,28,Yes,4,S,EUR,,,,,,,,,,,,,,,,,
Male,31,No,4,B,ENG,,,,,,,,,,,,,,,,,
Female,30,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,40,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,62,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,45,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,40,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,39,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,35,No,4,S,,,,,,,,,,,,,,,,,,
Male,33,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,41,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,26,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,21,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,47,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,36,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,,,,,,,,,,,,,,,,,,
Male,28,Yes,4,B,EUR,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,33,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,35,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,48,No,4,B,EUR,,,,,,,,,,,,,,,,,
Male,45,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,24,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,22,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,40,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,24,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,42,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,49,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,28,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,19,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,35,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,17,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,46,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,23,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,24,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,35,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,39,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,44,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,27,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,29,Yes,4,B,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,30,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,32,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,39,Yes,4,S,ENG,,,,,,,,,,,,,,,,,
Male,37,No,4,B,IRL,,,,,,,,,,,,,,,,,
Male,42,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,28,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,17,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,20,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,35,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,36,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,38,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,33,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,21,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,32,Yes,4,S,EUR,,,,,,,,,,,,,,,,,
Male,19,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,18,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,25,No,4,S,EUR,,,,,,,,,,,,,,,,,
Male,35,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,37,No,4,S,ENG,,,,,,,,,,,,,,,,,
Female,36,No,4,S,ENG,,,,,,,,,,,,,,,,,
Male,48,No,4,B,ENG,,,,,,,,,,,,,,,,,
Female,32,No,4,S,IRL,,,,,,,,,,,,,,,,,
Male,23,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,34,No,4,B,ENG,,,,,,,,,,,,,,,,,
Male,31,No,4,S,ENG,,,,,,,,,,,,,,,,,
